,id,text,newest_id,oldest_id,result_count,next_token
140,1389479564540354560,"RT @ekztisok: Der Corona-Putsch in diesem Land wurde möglich, weil eine Partei, je eine Person, die 16 Jahre an der Macht ist, in dieser Ze…",,,,
141,1389479543916965891,"Digitalisierung Deutsche Bank will noch mehr Postbank-Filialen schließen 
#DB #Postbank #Filialschließungen
https://t.co/N7XnEKQwBJ",,,,
142,1389479530063007749,RT @EGIRLR0SE: rosé with bangs was such a look https://t.co/33y23JAGc2,,,,
143,1389479524212088832,"Grünenchefin für Parlamentsreform: Baerbock will Kanzleramtszeit begrenzen https://t.co/DIzd1Hl0Cm via @derspiegel Das wird ja „radikallinks“ - es gibt ja altgediente Parlamentarier, die noch keine Gelegenheit zu einem Nebenverdienst hatten u „nur“ ihrem Wahlauftrag nachgingen …",,,,
144,1389479518235156481,RT @kkklawitter: „Die Fahrradindustrie umfasste 2019 66.000 lokale und krisenfeste Arbeitsplätze für vielfältige Qualifikationsniveaus. Hie…,,,,
145,1389479501546000385,"📢 Unser Mai-#Newsletter ist da 👀
News &amp; aktuelle Termine zu #StadtLand

💡 News aus den #StadtLandPlus-Vorhaben u.a.
📚 Neue Publikationen
📅 Spannende Events
📑 #CallforPapers @oekomverlag &amp; @Land_MDPI
📺 @urp2020 nacherleben

➡ Hier lesen und anmelden
https://t.co/VlYW9Ur2vZ https://t.co/CqAx8ePxNo",,,,
146,1389479492784205826,Chinas Weltraumschrott: 21-Tonnen-Raketenteil stürzt zur Erde – Aufprallort unbekannt https://t.co/8UTGFEa9DS via @derspiegel,,,,
147,1389479486836596738,"@HeikeRings1 @PaulZiemiak Die HGM-Kandidatur ist eine Beleidigung für jeden Thüringer und jede Thüringerin mit gesundem Menschenverstand. Da dient sich die CDU der A*D in einer Form an, die erschreckt und verstört. Einfach nur schlimm 🙄 Die Fortsetzung der Kemmerich-Wahl mit anderen Mitteln 😶",,,,
148,1389479470231433217,"@J_Kohlenberger wieviele sind denn in der diskussion an lösungen&amp;ursachen interessiert?
es geht doch nur seine eigenen frames durchzubringen v.a. hier auf twitter.
und sie haben völlig recht - man sollte sich dringend die ursachen ansehen.",,,,
149,1389479449452761090,"RT @TradingForPro: USA and a civil war? Whats going on in the US? 

GESPALTEN! BÜRGERKRIEG UNVERMEIDLICH! https://t.co/v5L8NNBpTg via @YouT…",,,,
150,1389479448743907328,"RT @Lipitelektroph1: Eine Armlänge OB Reker aus Köln heute: Es gibt kein Grundrecht auf einen Restaurantbesuch u.a. 
Frau Reker, es gibt ab…",,,,
151,1389479424463187969,"#coronaverlosung 312: Heute spendet @a_free_heart sein Buch über eine Wissenschaft für den Wandel (@oekomverlag). Vielen Dank! Teilnahme per RETWEET, Verlosung am Abend. Viel Glück! 🙂 https://t.co/Tc2HtTw9km",,,,
152,1389479422361751556,"@LozSchlepper37L @sueranson @Codders4 True 🙄 Mind you, I've always been more of a Cafè Möhring fan.. Kurfürstendamm corner Uhlandstrasse, opposite the Maison France.. Long gone, too 🙄",,,,
153,1389479422231818241,RT @santapauli1980: Mein Bruder arbeitet im Einzelhandel und wirft jeden Tag 10-15 Maskenverweigerer raus („Ich hab Attest! Zeige ich aber…,,,,
154,1389479417240592384,"RT @thsch: 🍪❌ ""Der ultimative Cookie-Datenschutz-Ratgeber"" https://t.co/L749Dj6dph - 99 % der Cookie-Opt-Ins sind unzulässig. Wie es besser…",,,,
155,1389479388941533184,"RT @joestel_uwe: GRÜNE Politik hat nichts mit Umwelt- und Naturschutz zu tun. 
Mit Ausstieg aus der Kernenergie wird eine CO2-Reduktion von…",,,,
156,1389479386550837249,"@Bosper_Bogner Prinzipiell jedes Gewebe mit den entsprechenden Rezeptoren kann befallen werden. Kann u.a. auch ein Grund für die vielen schweren Impf-NW sein. Man produziert dann ja selber die Spikes. Macht natürlich total Sinn, wenn man eigtl ein Immunsystem hat, das eine so große Verbreitung",,,,
157,1389479378925637632,"RT @GSPSipo: (ML) Was kommt nach Resolute Support?
https://t.co/rRrwpUoNvv",,,,
158,1389479366460071937,"RT @VoltRlp: 📣Heute, 19.30 Uhr: Wer profitiert von der #Digitalisierung und wer ist benachteiligt? Brauchen wir spezielle Digitalsteuern un…",,,,
159,1389479365696700416,"RT @AppenKristin: Wer sich fragt, warum der Deutsche vom eigenen Staat + der ganzen Welt zur Kasse gebeten, abgezockt + obendrein verlacht…",,,,
160,1389479356490211331,"Mein Lieblingszustand:

Entweder

a) Viel zu tun aber produktiv

oder

b) Nichts zu tun aber dann Urlaub",,,,
161,1389479332263993345,@tutschte Schönen guten Morgen. Geht nix über a xundes Frühstück,,,,
162,1389479288009789440,"@nerobakl @bunnyshit4u @AnjaFlach Tja, das ist Identitätspolitik: Reale Probleme ansprechen (v.a. Bildungsarmut) ist böse, weil dieses Ansprechen diskriminierend sei.. Dabei sind die sozialen Probleme real! Manchmal habe ich das Gefühl, manche Woken wollen gar nicht, dass sich deren Situation wirklich verbessert.",,,,
163,1389479253033590784,Kindeswohl in der Pandemie - was Eltern tun können! Familienrichter a.D. Hans-Christian Prestin https://t.co/tKC1pRaFGF,,,,
164,1389479234003931137,"@Teddy1000Tod @ichbinschoener Andere Serien haben gezeigt, dass Äußerungen der Stars durchaus zu einer Änderung führen können. Vor kurzem Mandalorian, vor längerem Two and a half men. In Game of thrones wurde sogar einfach ein Schauspieler ausgetauscht (Daario Naharis, Gründe scheinen unbekannt",,,,
165,1389479220003344384,"RT @KollektivFfm: Wir haben mit @A_DemosanisFFM über die Demo am #TagderArbeit in Frankfurt gesprochen. ""Es gibt mehrere Schädelbasisbrüche…",,,,
166,1389479218682155008,"RT @CannaCriminal79: Klarer Fall von übermäßigem Alkohol Langzeitkonsum.

Hätte mal eher #Cannabis konsumieren sollen, dann würde er nicht…",,,,
167,1389479216442494977,"@now_COLOUR ?
denkst du a) ohne diesen tweet nur mit der Trennung wäre nennswert irgendwas negativ beeinflusst worden? Und denkst du b) das wäre hiermit jetzt abgewendet worden??",,,,
168,1389479193197621248,"@Nessi_2033 @a_nnaschneider Da empfehle ich evidenzbasiert einige Beispiele. Florida, Texas, Mexico, ...",,,,
169,1389479162327490567,"https://t.co/cd3B37NsTb: Stock changed from ""Lieferbar in 27 Tagen, ausschließlich Versand"" to ""Auf Lager, ausschließlich Versand"" at 09:17:02.034+02:00 https://t.co/GmM3FA7G0v [A] #rtx3000tracking_region_de #RTXon #NVIDIAGeForce",,,,
170,1389479162201661441,"https://t.co/cd3B37NsTb: Stock changed from ""Artikel kann derzeit nicht gekauft werden"" to ""Auf Lager, ausschließlich Versand"" at 09:17:02.035+02:00 https://t.co/lMqpINKfWF [A] #rtx3000tracking_region_de #RTXon #NVIDIAGeForce",,,,
171,1389479156057006080,"RT @drguidoknapp: 1949: Albert Einstein veröffentlicht seinen Aufsatz ""Why Socialism?"", in dem er u.a. das übermäßige Konkurrenzdenken im K…",,,,
172,1389479150562562049,#Corona - Gerichtsentscheidung in Schleswig-Holstein: Testpflicht für Teilnahme am Präsenz #unterricht ist rechtmäßig https://t.co/xBnsujWsdp via @derspiegel,,,,
173,1389479145143513088,"Wie der Gatte uns beschreibt:

Old woman for a nice guy. https://t.co/aPmxAnXNlr",,,,
174,1389479140873617408,@gwsauras Joanne era was such a serve,,,,
175,1389479134888407042,"RT @anna_cavazzini: Ständig warnen wir davor, dass der Amazonas kippt. Jetzt ist es so weit, zeigen neuste Berechnungen. Manchmal gibt es r…",,,,
176,1389479089405415424,RT @GTAI_GUS: GTAI-Special zur polaren #Seidenstraße: #China ist in der #Arktis v.a. in Forschung und Schifffahrt präsent. An großen Rohsto…,,,,
177,1389479080790212609,"RT @AngelaFurmaniak: Ich bin froh für die Betroffenen, u.a. die Kollegin @SedaBasay
Aber so wichtig es den Behörden ist zu betonten, dass d…",,,,
178,1389479065409699840,"RT @lastminutesnews: Crooked Letter, Crooked Letter: A Journey through the Cultural Landscape of Mississippi: Der Vortrag bleibt bis zum Na…",,,,
179,1389479028285972480,"RT @Karl_Lauterbach: Sehr gut recherchierter Artikel zur Frage, ob Schwangere gegen Covid geimpft werden sollen. In der Summe spricht deutl…",,,,
180,1389478985738989570,"RT @ya_basta_netz: Fotos der Hamburger Vernetzung zur Feier der Abreise der Zapatista.

Fotos desde Hamburg en apoyo a la gira Zapatista.…",,,,
181,1389478981045477378,@hirundin boa ja feel you alle 3 haben mir auch nicht gefallen v.a. itawonclass ... uuurg hab mittendrin aufgehört mit bauchweh.,,,,
182,1389478976146612227,"Trump sagte letztes Jahr in einem Interview: ""It's gonna get a lot colder soon!"" Vielleicht ist der Typ Hellseher oder er weiß schon lange vom allgemeinen Klimawandelschmu? 🤷‍♀️ https://t.co/IF95iIKW4L",,,,
183,1389478956361998338,"RT @DrSchleppfuss: @_donalphonso "" ""Deutschland wird zahlen"", sagte man in den zwanziger Jahren. Heute zahlt es: Maastricht, das ist der Ve…",,,,
184,1389478951094038530,"RT @TSV1860: S-P-I-E-L-T-A-G! Heute geht's für die #Löwen im Heimspiel vs. @Rote_Teufel. Auf Jungs, setzt Eure Jagd fort! Viel Erfolg! 🍀💪💪💪…",,,,
185,1389478935960776716,"Crooked Letter, Crooked Letter: A Journey through the Cultural Landscape of Mississippi: Der Vortrag bleibt bis zum Nachtermin (Montag, 14. Juni) des Englisch-Abiturs für Sie und Euch verfügbar. Yasmin Nasrudin und das gesamte… https://t.co/skeieG3sHB #guestpost #america #usa https://t.co/eQtKrw1LSI",,,,
186,1389478933507280897,"RT @derspiegel: Klappt es mit dem Sommerurlaub? Die Antwort auf diese Frage ist nicht nur für viele Bürger wichtig, sondern entscheidend fü…",,,,
187,1389478932513280000,"RT @BSGGoettingen: Einst war die Blauracke auch in Deutschland ein regelmäßiger Brutvogel, nun muss sie als ausgestorben gelten. Ursächlich…",,,,
188,1389478927467524096,"RT @henrikehahn: 📅 5.5.2021 | 19.00-20.30

🇪🇺Europawoche von &amp; mit @henrikehahn, MdEP und @Gruene_Bayern

💶🌱 „Corona – Klima – Wirtschaft:…",,,,
189,1389478924879495171,"RT @Ichika_support: 210504 Uehara Ichika Vlog
Ichika appeared in Zhang Teng's vlog in Weibo

Ichika gave a kiss to Zhang Teng! 😆🧡💘

#Ichika…",,,,
190,1389478918147788800,"RT @BMF_Bund: Zahlreiche Gesetzgebungsverfahren für mehr #Steuergerechtigkeit auf dem Weg, sagt @OlafScholz, u.a. gegen aggressive #Steuerg…",,,,
191,1389478918122524675,"@Strahlemann9 @googlenews Der hat doch auch gesagt, gerade, auch aufgrund unserer Vergangenheit, wird es keinen direkten oder indirekten Impfzwang geben. Er lügt wie gedruckt und ist ein widerliches A……..",,,,
192,1389478882022100998,RT @EGIRLR0SE: rosé with bangs was such a look https://t.co/33y23JAGc2,,,,
193,1389478862879350789,"Pentagon sieht Truppenabzug trotz neuer Gefechte nicht bedroht
Mission accomplished?
https://t.co/4xk22pe2T2",,,,
194,1389478856487325698,Rechte Drohbriefe an Politiker und Prominente: Mutmaßlicher Verfasser von „NSU 2.0“-Schreiben festgenommen https://t.co/d2Be9ibw4a,,,,
195,1389478848648073217,@xalin__a Chill du hübsch Freundschaftlich gemeint 💗,,,,
196,1389478844596310019,ZIV HAS A SPACE,,,,
197,1389478822882459649,"@C_A_Mayer Verschenkt. ""Erst wenn der letzte Baum in der Flut ertrunken ist, werdet ihr feststellen, dass Grundrechte nicht schwimmen können.""™️",,,,
198,1389478778418737153,RT @niklas_franzen: Gute Nachrichten aus Brasilien: Die Corona-Todeszahlen sinken in den meisten Bundesstaaten. Das Impfen läuft zwar schle…,,,,
199,1389478765277941760,RT @wischmeyertheol: Der Angriff auf den Synodalen Weg und auf Maria 2.0: übergriffige und antiökumenische Entgleisungen. Mit der Diffamier…,,,,
200,1389478763545645056,"@axelhercher @Tramvia @gruene_mh Ich bin mir nicht sicher, ob das auch für eine Schifffahrt im ÖPNV gilt. So etwas gibt es übrigens auch in Berlin (u.a. Wannsee), die Schiffe sind in den ÖPNV-Tarif integriert. Die ÖPNV-Anbindung von Kettwig ist ja äußerst mager (nur Bus 151). (1) ....",,,,
201,,,1389479872033067010,1389478763545645056,100.0,b26v89c19zqg8o3fostuksk7r7xdh2yut8qgs1j8xdwfx
202,1389478756990038018,"@A_Girl_Insane So muss das sein, die kleinen sind ja im Wachstum 🤗🐏",,,,
203,1389478754309840896,"Münster weiter besser 
Infektions- und Inzidenzzahlen
https://t.co/hVQZSbB6pn
#münster #inzidenzen",,,,
204,1389478750736236548,"@DCHOUSEMD Will und dann eine andere Person anstecke ist es dann nicht Todschlag weil ich mich geweigert habe?
Oder anders Leuft man dann nicht mit einer geladene Waffe blind duch die gegend und Spielt mit dem Leben andererRusischRollet? Sterben n m a Corona a a de NebenWirkungenderImpfung?",,,,
205,1389478749654208516,"RT @micha_bloss: 62% der Kopenhagener fahren mittlerweile mit dem Fahrrad zur Arbeit oder Schule.

2012 waren es erst 36%.

Alle mal Kopenh…",,,,
206,1389478749159272450,Fragwürdige Geschäfte in der Pandemie: Vergabeanwälte kritisieren Laschets NRW-Regierung..Union der Lügner CDU CSU gehört von der Macht entfernt..dringend https://t.co/IDW6ZEFHmc,,,,
207,1389478726329569280,RT @niklas_franzen: Gute Nachrichten aus Brasilien: Die Corona-Todeszahlen sinken in den meisten Bundesstaaten. Das Impfen läuft zwar schle…,,,,
208,1389478721959174147,RT @JWI_Berlin: Am Wochenende war unser Direktor Martin Krzywdzinski zu Gast bei @dlfkultur und diskutierte mit @BettiKohlrausch | @WSIInst…,,,,
209,1389478713125965828,RT @weitwanderweg: Der #Braunsberg und die Hainburger Pforte in den Kleinen Karpaten bei #Hainburg an der Donau - mit #Wanderführer Österre…,,,,
210,1389478706851323906,#nowplaying #MichaelSchulte ~ Michael Schulte | For A Second ||| BB RADIO - In #Prenzlau #Brandenburg #GER auf 102.1,,,,
211,1389478686911565829,"@morgenpost Ja ja, die zugezogen Anwohner, die mit ihren Klagen u.a. die älteste Kita und unzählige Clubs wegen Lärm haben schließen lassen. Berlin ist groß u laut. Das ist Berlin. Dann geht doch einfach nach Hause.",,,,
212,1389478685556805633,"Die Firma MTA mit Stammsitz im norditalienischen Codogno setzt v. a. holmlose Spritzgießmaschinen von Engel ein. Im Frühjahr 2021 wurde nun die 100. Maschine ausgeliefert.#EngelAustria #ES #Fahrzeugindustrie #Holmlostechnik #Spritzgießmaschine

https://t.co/nEswWETqjo https://t.co/vvCr4yXfoA",,,,
213,1389478674580258817,"RT @jrotermund: Es wäre schön, wenn es zu den #PIRATEN hieße: 
""I wanna be a part of it."" 😊 https://t.co/wPonSe5UtU",,,,
214,1389478672613117958,RT @EUKommWien: Heute um 16.00 🕓: Das Europa-Forum Wachau rückt anlässlich des bevorstehenden Europatages erfolgreiche 🇪🇺-Initiativen in Ni…,,,,
215,1389478661997350912,"#Panikmache a la @Karl_Lauterbach?
""Nachts ist's dunkler als draußen""?
#Bundesnotluege https://t.co/CC57lJdXhA",,,,
216,1389478656196677633,"RT @onward_always: ""Das Risiko des Coronavirus wird derzeit in einer Weise ermittelt, als würde man die Unfallstatistik im Straßenverkehr a…",,,,
217,1389478651050213377,"@politicalbeauty Volker Bruch muss ja für euch ein ganz schlechter Mensch sein. Schließlich beteiligte er sich u.a. an der Aktion „Los für Lesbos“, bei der sich Prominente unter dem Hashtag „leavenoonebehind“ für Migranten einsetzen.

https://t.co/Bxmn3GUnsJ",,,,
218,1389478650668589061,Der @DKF_Congress ist die zentrale Veranstaltung zum Aufbau und zur Nutzung von Geschäftskontakten in der D-A-CH Region. Aufgrund der anhaltenden Unsicherheit in der aktuellen Pandemie findet der DKF heute als Online Event statt: https://t.co/9DfUxVjGE8,,,,
219,1389478650588712962,"Klappt es mit dem Sommerurlaub? Die Antwort auf diese Frage ist nicht nur für viele Bürger wichtig, sondern entscheidend für das Schicksal der Reisebranche. Für viele Unternehmen ist es die letzte Hoffnung. (S+)
https://t.co/qOXjLP9Jsz",,,,
220,1389478650546823169,"Nicht verpassen! Mittwoch, 5. Mai 2021 – 9:15-10:00 Uhr 
Forum-Vortrag zur SENSOR+TEST: Expertenrunde: #IIoT mit Q&amp;A
Experten: Patrick Franke – @NXTGN_ und Stefan Gottwald – @ClusterSensorik 

Jetzt kostenlos anmelden: https://t.co/NjkV4SclAR

#sensortest https://t.co/nSPtFUrAZz",,,,
221,1389478647153758210,"""Soll der Sinn der vorgeschlagenen Regelung nicht in der Verhinderung von Strafverfolgung im
Allgemeinen und Korruptionsbekämpfung im Besonderen liegen, wird sich eine Überarbeitung
nicht vermeiden lassen."" a.k.a. autsch https://t.co/NrnOoizdHI",,,,
222,1389478645782155265,RT @EGIRLR0SE: rosé with bangs was such a look https://t.co/33y23JAGc2,,,,
223,1389478637750075395,RT @nukLEARwaffe: knaller lied von meinem kumpel @babawag3n hört ihn euch an wenn ihr 10x anhört schreib ich euch eine sms mit einem hasen…,,,,
224,1389478613322448899,"RT @Ichika_support: 210504 Uehara Ichika Vlog
Ichika appeared in Zhang Teng's vlog in Weibo

Ichika gave a kiss to Zhang Teng! 😆🧡💘

#Ichika…",,,,
225,1389478610701111299,RT @DieterSteffmann: U-Bahn-Unglück in Mexiko-Stadt: Mindestens 15 Tote https://t.co/WxtQpIyjVe,,,,
226,1389478594854916096,"RT @AfD_Supporter: AFFEN vs. MENSCHEN
________________________

🤣🤣🤣

https://t.co/CfPpWeCzot",,,,
227,1389478588769083392,"RT @thsch: 🍪❌ ""Der ultimative Cookie-Datenschutz-Ratgeber"" https://t.co/L749Dj6dph - 99 % der Cookie-Opt-Ins sind unzulässig. Wie es besser…",,,,
228,1389478587603079168,RT @rubenmcloop: Hier zum Artikel: https://t.co/9xbfSBYtxe,,,,
229,1389478582121025536,"RT @Johann_v_d_Bron: Ein sehr fragwürdiger ""moralischer Kompass"" zieht sich durch die Karriere des #ArminLaschet, komischer Buchdeal, versu…",,,,
230,1389478567927435266,"RT @ErnstvAll: Fragwürdige Geschäfte in der Pandemie

In einem offenen Brief kritisieren Vergabe-Experten Verstöße der Politik gegen EU-Rec…",,,,
231,1389478552471576578,RT @80SW1LBUR: @ImAllexx imallexx is a georgenotfound defender,,,,
232,1389478517444911104,"RT @dimetra_ecrit: „Merkels Zitteranfälle sind Folge des Klimawandels.“ (A. #Baerbock) 

Also, wenn das keine Bildung ist... 

#ARD",,,,
233,1389478515469209606,"RT @doiknowhyuck: #doiknowhyuck_onhand 
wts lfb nct ph

⊹ yearbook collect book w portrait book - 550
⊹ tfr kihno w pc sets: haechan, yuta…",,,,
234,1389478514571857928,"@a_nnaschneider Die Diskussion und jede individuelle Meinung zu dem Thema sind schön und gut. Aus rechtlicher Perspektive ist aber unstreitig, dass die Grundrechte ""der Privilegierten"" nicht weiterhin aus reiner Solidarität eingeschränkt werden können.",,,,
235,1389478487661088771,"https://t.co/cd3B37NsTb: Stock changed from ""Auf Lager, ausschließlich Versand"" to ""Lieferbar in 27 Tagen, ausschließlich Versand"" at 09:14:21.161+02:00 https://t.co/GmM3FA7G0v [A] #rtx3000tracking_region_de #rtx3000tracking_oos #RTXon #NVIDIAGeForce",,,,
236,1389478479943634945,NSU 2.0 - Drohmails: Festnahme in Berlin | Aktuell Deutschland | DW | 04.05.2021 https://t.co/ovoLJWMeiD,,,,
237,1389478479322824707,"RT @anna_cavazzini: Ständig warnen wir davor, dass der Amazonas kippt. Jetzt ist es so weit, zeigen neuste Berechnungen. Manchmal gibt es r…",,,,
238,1389478468870680579,"Thomas Carle: https://t.co/gwE99sLBhC ""If You WANT: Follow on Instagram for more Inspiration."" -  Glücklicherweise konnte man ihnen eine Hilfsunterkunft vermitteln. "" | Danke: R. Müller | 2077 | For a secure World. Thomas
#security
#alarmanlage https://t.co/KzZDhGOxl8",,,,
239,1389478463980163073,"knaller lied von meinem kumpel @babawag3n hört ihn euch an wenn ihr 10x anhört schreib ich euch eine sms mit einem hasen photo 
Hör dir Bras feat. Adam Bra von chuk4 an auf #SoundCloud
https://t.co/u0MU6FDK7O",,,,
240,1389478423588859907,"RT @yizhou1st: Someone made a WLBZ4 tiktok video 🥺

https://t.co/ssCV9jhTMy https://t.co/TjkcszhFPz",,,,
241,1389478420417966081,Christine Bortenlänger: Multiaufsichtsrätin trainiert für den Halbmarathon https://t.co/JiuJmfcbog,,,,
242,1389478379850719234,Der Great Trail in Kanada: Wildnis für alle! https://t.co/fHWOdlaeUX,,,,
243,1389478351090356226,RT @EUKommWien: Heute um 16.00 🕓: Das Europa-Forum Wachau rückt anlässlich des bevorstehenden Europatages erfolgreiche 🇪🇺-Initiativen in Ni…,,,,
244,1389478346640166913,"RT @Ichika_support: 210504 Uehara Ichika Vlog
Ichika appeared in Zhang Teng's vlog in Weibo

Ichika gave a kiss to Zhang Teng! 😆🧡💘

#Ichika…",,,,
245,1389478338968920064,"RT @journ_online: Braucht es neue Unternehmer*innen im Lokaljournalismus, Frau Csuraji? Unsere Mai-Ausgabe ist da. U. a. mit @FrauCsu. http…",,,,
246,1389478336313843712,"Wenn man einen Corona Schnelltest öffnet, befinden sich einfach zwei Doppel A Batterien drin.",,,,
247,1389478322602713088,@Lufiares genau so ist es! ;A;,,,,
248,1389478307163410438,RT @EUKommWien: Heute um 16.00 🕓: Das Europa-Forum Wachau rückt anlässlich des bevorstehenden Europatages erfolgreiche 🇪🇺-Initiativen in Ni…,,,,
249,1389478294416941057,"RT @anna_cavazzini: Ständig warnen wir davor, dass der Amazonas kippt. Jetzt ist es so weit, zeigen neuste Berechnungen. Manchmal gibt es r…",,,,
250,1389478291392765957,RT @JPFBASE: Male weeabs in a nutshell *jpf  https://t.co/fXRVz97m5s,,,,
251,1389478286863085568,"RT @Tino_Chrupalla: Vetternwirtschaft à la #Merkel: Während Kleinunternehmer im Lockdown um ihre Existenz kämpfen, versorgt die #BuReg schn…",,,,
252,1389478261588209666,"RT @DrSchleppfuss: @_donalphonso "" ""Deutschland wird zahlen"", sagte man in den zwanziger Jahren. Heute zahlt es: Maastricht, das ist der Ve…",,,,
253,1389478255212781568,"RT @lawyerberlin: Wenn auch nur ein Bruchteil dieser ekelhaften, linken Gewalt von der #Querdenker-Bewegung ausging, würde sich das gesamte…",,,,
254,1389478242604683264,"RT @KollektivFfm: Wir haben mit @A_DemosanisFFM über die Demo am #TagderArbeit in Frankfurt gesprochen. ""Es gibt mehrere Schädelbasisbrüche…",,,,
255,1389478234002272257,"RT @gartendeko: Der #Naturpark #Karwendel - Naturpark des Jahres 2020 #Austria - mit prächtiger #Flora, aktuellen #Karten und #Wanderführer…",,,,
256,1389478232295104513,"RT @R_OT: Leider nicht online: Spitzen von @cducsubt entdecken den #Klimaschutz, während ihre Nebenberufs-Abgeordneten unter Druck zaghaft…",,,,
257,1389478180046639105,RT @H_B_g_R_Info: Gestern vor 76 Jahren wurde Esther Bejerano befreit. Am Samstag den 8. Mai 2021 feiern u.a. wir mit einem antifaschistisc…,,,,
258,1389478144374149121,"RT @holgerschindler: Hört auf die #Wissenschaft! ""Spiegel""-Beitrag vom 29. März: ""#Experten"", namentlich Kai #Nagel von der TU Berlin, warn…",,,,
259,1389478142277046272,"@cgbier Der war gut!😂👏👍😂

Läuft ja nicht nur bei Agrarfabriken so. Sondern in der gesamten Wirtschaft. Sie Kohle- und AKW-Betreiber, siehe Kaufprämien für E-Autos etc. pp.

Und ein weiteres Beispiel von vielen.👇

https://t.co/iIwl48xRQ3",,,,
260,1389478134165217283,"Gute Nachrichten aus Brasilien: Die Corona-Todeszahlen sinken in den meisten Bundesstaaten. Das Impfen läuft zwar schleppend, aber mittlerweile sind immerhin 15 Prozent der Bevölkerung erstgeimpft. 
https://t.co/ch8xLvx5RB",,,,
261,1389478130012860416,@Bytchinskaya @cityradler @jumpzebra89 @axelfell @tbachner @a_eigel @adfc_nrw @Radkomm @AufbruchFahrrad @utesymanski @stadtdortmund 👇👇👇Sador – Numspaq Brücke… https://t.co/oh01NSLZaS,,,,
262,1389478117845176322,@a_watch @fdp Können solche Spender ihre großen Spenden eigentlich steuerlich in Anrechnung bringen? 🤔,,,,
263,1389478111780216832,"RT @bredlmike: Heute kam was wundervolles von  @TheLizaGrimm an. :D

Danke @JoachimHesse, dass ich durch dich auf Liza (aka Kleines Schwein…",,,,
264,1389478102598787072,"RT @yizhou1st: Someone made a WLBZ4 tiktok video 🥺

https://t.co/ssCV9jhTMy https://t.co/TjkcszhFPz",,,,
265,1389478089932017665,"@I_svava_I @Anwalt_Jun @Karl_Lauterbach ... darauf, dass kein land die inzidenzen ohne a.g.s. runterbekommen hat. ich und viele andere haben JEDESMAL geantwortet, dass angesichts mutation aber auch kein land es ohne schulschließung es geschafft hat.",,,,
266,1389478089588097027,"@FakeSchuster @PAM_a_C @daniel_bouhs @reitschuster Weil man dann nicht so schön schneiden und framen kann?
Für wie blöd haltet ihr eure Zuschauer ?
Geht lieber nach Russland und China . Da seid ihr mit eurer Forderung im richtigen Land.",,,,
267,1389478053173211136,"@JosefLa31994923 @liane_maurer Oha!
Das ist aber schon a bisserl extrem 😳",,,,
268,1389478045732507650,"Hier übrigens die geniale Idee, wie die #Eisbären immer noch die #Grizzlys im #DEL-Finale schlagen können: v.a. mit einem besseren Powerplay. Wolfsburg in den Playoffs bisher mit einem Tor nach etwa zweieinhalb vollen Powerplays. Berlin braucht für ein Tor über neun davon. 😯 https://t.co/lhR3tmEtq3",,,,
269,1389478033980022786,"RT @BerlinPkow: 🎉Neuer 823 m²-Spielplatz in der Schulzestraße 33-34 in #Pankow eröffnet!
Hier gibt es u.a.:
👉zwei Spielbagger
👉ein Sandspie…",,,,
270,1389478028103675907,K A N G E N https://t.co/3sz8d6eJiO,,,,
271,1389478026673590274,"@Stefans_Tweety @volkspartei Auf der Bank a Kaffeefleck und i kaun net zum Lochn aufherrrrnnn, HEAST DU🤣🤣🤣🤣🤣",,,,
272,1389478004615753730,"https://t.co/G608Up5Bh1
Markus25 added a bet 'KSV Holstein Kiel - SV 1916 Sandhausen' with odds and prediction 1.87 for KSV Holstein Kiel, stake - 10/10",,,,
273,1389477960185438209,"📅 5.5.2021 | 19.00-20.30

🇪🇺Europawoche von &amp; mit @henrikehahn, MdEP und @Gruene_Bayern

💶🌱 „Corona – Klima – Wirtschaft: Von der Krise zur Chance“ mit @FuestClemens @ekindeligoez @TimPargent @hschiller

👉 Zur Anmeldung: https://t.co/AeRRMnjcLk

#ClimateAction #GreenDeal https://t.co/ScHPw4Bc72",,,,
274,1389477949779365888,@gerechtGericht @SoWhy Oder anders: Verfahrensrecht is a bitch? 😅,,,,
275,1389477934981910529,Biontech-Investoren: Helmut Jeggle verlässt die Athos Service GmbH der Strüngmanns https://t.co/nN6qf56GmU,,,,
276,1389477927474143233,RT @a_watch: Randnotiz: Als Sachverständiger ist u.a. der frühere SPD-Abgeordnete Dieter Wiefelspütz geladen. Während seiner Zeit im Bundes…,,,,
277,1389477925418831877,"RT @booksamade: #Fluss #Drau entspringt in #Südtirol und fließt in weiterer Folge durch #Osttirol, #Lienz, #Kärnten, #Slowenien, #Kroatien…",,,,
278,1389477925074919425,"RT @thsch: 🍪❌ ""Der ultimative Cookie-Datenschutz-Ratgeber"" https://t.co/L749Dj6dph - 99 % der Cookie-Opt-Ins sind unzulässig. Wie es besser…",,,,
279,1389477904975859712,"Amazon (de): Stock changed from ""Auf Lager."" to ""Lieferbar ab dem 28. Mai 2021."" at 09:12:02.267+02:00 https://t.co/rByk5oUWbI [A] #amd5000tracking_region_de #amd5000tracking_oos #Ryzen5000 #AMD",,,,
